time_epoch,time_str,real_id,x,y,camera_id
1785758430.740,19:00:30,Lon_Vang_02,0.7500,0.6500,cam2
1785758431.048,19:00:31,Lon_Xanhduong_04,0.2500,0.7407,cam2
1785758431.838,19:00:31,Lon_Vang_02,0.6304,0.6759,cam2
1785758432.070,19:00:32,Lon_Xanhduong_04,0.1179,0.7944,cam2
1785758432.935,19:00:32,Lon_Vang_02,0.6089,0.6611,cam2
1785758433.086,19:00:33,Lon_Xanhduong_04,0.1232,0.7981,cam2
1785758433.941,19:00:33,Lon_Vang_02,0.6304,0.7056,cam2
1785758434.090,19:00:34,Lon_Xanhduong_04,0.1304,0.7944,cam2
1785758435.037,19:00:35,Lon_Vang_02,0.6732,0.7037,cam2
1785758435.113,19:00:35,Lon_Xanhduong_04,0.1821,0.7741,cam2
1785758436.048,19:00:36,Lon_Vang_02,0.7554,0.6500,cam2
1785758436.126,19:00:36,Lon_Xanhduong_04,0.2750,0.7074,cam2
1785758437.069,19:00:37,Lon_Vang_02,0.8911,0.7222,cam2
1785758437.924,19:00:37,Lon_Xanhduong_04,0.4518,0.7981,cam2
1785758438.193,19:00:38,Lon_Vang_02,0.9089,0.6500,cam2
1785758439.180,19:00:39,Lon_Xanhduong_04,0.5786,0.5093,cam2
1785758439.250,19:00:39,Lon_Vang_02,0.9446,0.4852,cam2
1785758440.201,19:00:40,Lon_Xanhduong_04,0.7304,0.5056,cam2
1785758441.284,19:00:41,Lon_Xanhduong_04,0.4196,0.6204,cam2
1785758442.309,19:00:42,Lon_Xanhduong_04,0.3821,0.6963,cam2
1785758443.317,19:00:43,Lon_Xanhduong_04,0.3929,0.7426,cam2
1785758444.415,19:00:44,Lon_Xanhduong_04,0.4107,0.7926,cam2
1785758445.424,19:00:45,Lon_Xanhduong_04,0.4250,0.7037,cam2
1785758446.436,19:00:46,Lon_Xanhduong_04,0.4196,0.6426,cam2
1785758447.455,19:00:47,Lon_Xanhduong_04,0.3982,0.6556,cam2
1785758448.474,19:00:48,Lon_Xanhduong_04,0.4339,0.6704,cam2
1785758449.482,19:00:49,Lon_Xanhduong_04,0.4071,0.6833,cam2
1785758449.580,19:00:49,Lon_Vang_02,0.8839,0.6315,cam2
1785758450.507,19:00:50,Lon_Xanhduong_04,0.4464,0.6889,cam2
1785758450.583,19:00:50,Lon_Vang_02,0.9018,0.6241,cam2
1785758451.520,19:00:51,Lon_Xanhduong_04,0.4607,0.6907,cam2
1785758451.601,19:00:51,Lon_Vang_02,0.9071,0.6241,cam2
1785758452.532,19:00:52,Lon_Xanhduong_04,0.4571,0.6926,cam2
1785758452.610,19:00:52,Lon_Vang_02,0.9036,0.6259,cam2
1785758453.553,19:00:53,Lon_Xanhduong_04,0.4768,0.7000,cam2
1785758453.632,19:00:53,Lon_Vang_02,0.9089,0.6389,cam2
1785758454.640,19:00:54,Lon_Xanhduong_04,0.4036,0.7463,cam2
1785758454.640,19:00:54,Lon_Vang_02,0.8643,0.7037,cam2
1785758455.656,19:00:55,Lon_Xanhduong_04,0.2929,0.7296,cam2
1785758455.656,19:00:55,Lon_Vang_02,0.7589,0.6815,cam2
1785758456.675,19:00:56,Lon_Xanhduong_04,0.3036,0.7222,cam2
1785758456.675,19:00:56,Lon_Vang_02,0.7643,0.6796,cam2
1785758457.817,19:00:57,Lon_Xanhduong_04,0.2911,0.7222,cam2
1785758457.817,19:00:57,Lon_Vang_02,0.7518,0.6796,cam2
1785758458.872,19:00:58,Lon_Xanhduong_04,0.2732,0.7111,cam2
1785758458.872,19:00:58,Lon_Vang_02,0.7286,0.6630,cam2
1785758459.881,19:00:59,Lon_Xanhduong_04,0.2679,0.6852,cam2
1785758459.881,19:00:59,Lon_Vang_02,0.7232,0.6352,cam2
1785758460.894,19:01:00,Lon_Xanhduong_04,0.2482,0.7167,cam2
1785758460.894,19:01:00,Lon_Vang_02,0.7071,0.6685,cam2
1785758461.922,19:01:01,Lon_Xanhduong_04,0.2143,0.7537,cam2
1785758461.922,19:01:01,Lon_Vang_02,0.6857,0.7019,cam2
1785758462.936,19:01:02,Lon_Xanhduong_04,0.1875,0.7278,cam2
1785758462.936,19:01:02,Lon_Vang_02,0.6607,0.6741,cam2
1785758463.954,19:01:03,Lon_Xanhduong_04,0.1875,0.7019,cam2
1785758463.954,19:01:03,Lon_Vang_02,0.5804,0.7130,cam2
1785758464.993,19:01:04,Lon_Xanhduong_04,0.3125,0.7426,cam2
1785758464.993,19:01:04,Lon_Vang_02,0.6964,0.7611,cam2
1785758466.002,19:01:06,Lon_Xanhduong_04,0.2286,0.7463,cam2
1785758466.002,19:01:06,Lon_Vang_02,0.6161,0.7519,cam2
1785758467.104,19:01:07,Lon_Xanhduong_04,0.2357,0.7407,cam2
1785758467.104,19:01:07,Lon_Vang_02,0.6143,0.7444,cam2
1785758468.110,19:01:08,Lon_Xanhduong_04,0.2250,0.7370,cam2
1785758468.110,19:01:08,Lon_Vang_02,0.6196,0.7370,cam2
1785758469.134,19:01:09,Lon_Xanhduong_04,0.2429,0.7370,cam2
1785758469.134,19:01:09,Lon_Vang_02,0.6339,0.7444,cam2
1785758470.143,19:01:10,Lon_Xanhduong_04,0.2482,0.7556,cam2
1785758470.143,19:01:10,Lon_Vang_02,0.6357,0.7630,cam2
1785758471.265,19:01:11,Lon_Xanhduong_04,0.2375,0.7630,cam2
1785758471.265,19:01:11,Lon_Vang_02,0.6339,0.7667,cam2
1785758472.281,19:01:12,Lon_Xanhduong_04,0.2786,0.7759,cam2
1785758472.281,19:01:12,Lon_Vang_02,0.6679,0.7889,cam2
1785758473.298,19:01:13,Lon_Xanhduong_04,0.2839,0.7741,cam2
1785758473.298,19:01:13,Lon_Vang_02,0.6679,0.7889,cam2
1785758474.400,19:01:14,Lon_Xanhduong_04,0.2875,0.7796,cam2
1785758474.400,19:01:14,Lon_Vang_02,0.6732,0.7944,cam2
1785758475.412,19:01:15,Lon_Xanhduong_04,0.2929,0.7815,cam2
1785758475.412,19:01:15,Lon_Vang_02,0.6768,0.7963,cam2
1785758476.422,19:01:16,Lon_Xanhduong_04,0.2964,0.7741,cam2
1785758476.422,19:01:16,Lon_Vang_02,0.6804,0.7889,cam2
1785758477.445,19:01:17,Lon_Xanhduong_04,0.3036,0.7704,cam2
1785758477.445,19:01:17,Lon_Vang_02,0.6893,0.7889,cam2
1785758478.456,19:01:18,Lon_Xanhduong_04,0.3125,0.7759,cam2
1785758478.456,19:01:18,Lon_Vang_02,0.7000,0.7963,cam2
1785758479.484,19:01:19,Lon_Xanhduong_04,0.3036,0.7778,cam2
1785758479.484,19:01:19,Lon_Vang_02,0.6875,0.7963,cam2
1785758480.491,19:01:20,Lon_Xanhduong_04,0.2875,0.7648,cam2
1785758480.491,19:01:20,Lon_Vang_02,0.6714,0.7833,cam2
1785758481.499,19:01:21,Lon_Xanhduong_04,0.2643,0.6630,cam2
1785758481.499,19:01:21,Lon_Vang_02,0.6482,0.6704,cam2
1785758482.546,19:01:22,Lon_Xanhduong_04,0.2554,0.6556,cam2
1785758482.546,19:01:22,Lon_Vang_02,0.6339,0.6611,cam2
1785758483.560,19:01:23,Lon_Xanhduong_04,0.3179,0.7444,cam2
1785758483.560,19:01:23,Lon_Vang_02,0.6911,0.7611,cam2
1785758484.568,19:01:24,Lon_Xanhduong_04,0.2893,0.7667,cam2
1785758484.568,19:01:24,Lon_Vang_02,0.6732,0.7815,cam2
1785758485.588,19:01:25,Lon_Xanhduong_04,0.3054,0.7611,cam2
1785758485.588,19:01:25,Lon_Vang_02,0.7143,0.7796,cam2
1785758486.607,19:01:26,Lon_Xanhduong_04,0.3232,0.7463,cam2
1785758486.607,19:01:26,Lon_Vang_02,0.7375,0.7611,cam2
1785758487.621,19:01:27,Lon_Xanhduong_04,0.1857,0.7370,cam2
1785758487.621,19:01:27,Lon_Vang_02,0.6071,0.7407,cam2
1785758488.630,19:01:28,Lon_Xanhduong_04,0.2482,0.7204,cam2
1785758488.630,19:01:28,Lon_Vang_02,0.6821,0.7370,cam2
